Taxon	FN31	FN32	FN33	FN34	FN35	FN36	FN37	FN38	FN39	FN40	FN41	FN42	FN43	FN44	FN45	FN46	FN47	FN48	FN49	FN50	FN51	FN52	FN53	FN54	FN55	FN56	FN57	FN58	FN59	FN60
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta	1.15607282916e-05	4.04633438233e-05	0.00209965636178	1.09838482511e-05	2.54120564961e-06	2.07832802667e-06	3.10951921003e-05	4.39278361148e-05	0.0	1.62260943994e-05	1.93167037977e-05	1.99972003919e-06	0.0	6.14565935695e-05	2.10371305354e-05	8.94246418543e-05	1.11498879436e-05	8.74836501593e-05	4.69870715073e-05	0.00100190471996	3.47364142989e-05	0.0035474566964	4.19210312574e-06	8.4416273528e-06	1.53949536881e-06	0.0	1.91737519006e-06	1.49569837148e-06	0.004200217828	6.16189770017e-06
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.0	0.0	4.25980191069e-07	0.0	0.0	0.0	3.88689901253e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.80754686969e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04802578143e-06	0.0	7.69747684407e-07	9.29139198989e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.28452536574e-06	1.44511942226e-06	2.42808708909e-05	2.99559497759e-06	2.54120564961e-06	0.0	9.71724753133e-06	0.0	3.23260404439e-05	1.41978325994e-05	1.71704033757e-05	3.99944007839e-06	0.0	3.61509373938e-06	1.52997312985e-05	8.12951289585e-06	0.0	0.000221909746746	4.69870715073e-06	7.3399613184e-06	1.15788047663e-06	3.73192017956e-05	2.09605156287e-06	2.41189352937e-06	4.61848610644e-06	7.43311359191e-06	2.55650025341e-06	8.9741902289e-06	3.0217394446e-05	6.84655300019e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	0.00521089123367	0.0129482700235	0.0272035209819	0.0156315138589	0.00663254674548	0.0211095777669	0.0276280781811	0.0286581383001	0.0351808338906	0.0163335922748	0.0320056318923	0.0282940388346	0.0615499243957	0.029475666804	0.00762691605229	0.0551034643106	0.129497028555	0.013323119795	0.00286151265479	0.0279377277682	0.024650117467	0.0193931897788	0.00741478240365	0.0104688238642	0.0765806576262	0.0303233868982	0.0196045221933	0.0379712945569	0.0177750538329	0.0274471463225
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.374037944023	0.495991961282	0.546024816754	0.423186703952	0.380362579222	0.24594518202	0.515200690313	0.30570909077	0.208193843102	0.438319544534	0.183822045939	0.137302777611	0.136469998125	0.326162794901	0.2641594232	0.146827132412	0.525195401786	0.359811718115	0.535095818386	0.38826560384	0.579910542154	0.387910711144	0.449209002541	0.214419746655	0.398533014863	0.0936265696645	0.220154297573	0.132491205294	0.3737766882	0.50747883217
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.109879156135	0.0498489127644	0.0736391956301	0.175423539685	0.157509008574	0.102962448769	0.0569974871198	0.0621712574439	0.116680842982	0.0928132599643	0.134422795428	0.175575419441	0.0849811658887	0.143987376093	0.161641661168	0.0880344951491	0.0133196561375	0.144013024395	0.0801693414057	0.074551987111	0.0448447108599	0.0840833604342	0.13288128488	0.10059284343	0.0560661120891	0.152583239258	0.153317154948	0.0991087133404	0.143945813643	0.087509217172
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00841706654655	0.0112757851454	0.00176185407026	0.0103442887234	0.000406592903937	0.00412132447688	0.00570791119991	0.000173801438541	0.0163549560871	0.00346021463066	0.00175782004559	0.0152618633391	0.00410040638826	0.0114779226225	0.00225097296729	0.00517199610434	0.00314203842251	0.0398114620652	0.00517092721938	0.000541322147232	0.00395531970817	0.0157423055803	0.00234757775041	0.00503965152962	0.00316982096439	0.0116291062145	0.0073755032311	0.00495225730798	0.00285882827455	0.000592226834517
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	0.041896507504	0.0123952709912	0.0112995505483	0.0322410894779	0.0127898880345	0.0300962681542	0.0433913971264	0.0128593965461	0.100439028037	0.0311966947446	0.0170480642516	0.0337832703422	0.0945747532817	0.0449392302742	0.047511403081	0.00224862326699	0.00822638732481	0.0182520766698	0.0524775108129	0.0469922673508	0.00369711236188	0.0159715521056	0.0120764010795	0.0766125920137	0.0372896568234	0.137934430647	0.0351691348611	0.114154691108	0.0523490082783	0.0699902573551
k__Bacteria;p__GN02;c__BD1-5;o__	0.0	0.000178231395412	4.68578210176e-06	0.0	2.54120564961e-06	0.0	0.0	0.0	0.0	1.41978325994e-05	0.000105168720676	0.0	0.0	0.0	1.52997312985e-05	0.0	0.0	8.53499025944e-06	0.0	0.0	3.47364142989e-06	3.8385464704e-05	0.0	0.0	2.4631925901e-05	2.78741759697e-06	2.68432526608e-05	5.98279348593e-06	0.000208894161605	6.84655300019e-07
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04075505549e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89587305298e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30857106349e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.0	0.0	3.40784152855e-06	9.98531659195e-07	0.0	0.0	0.0	0.0	6.06113258323e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34935357536e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0	0.0	0.0	1.99706331839e-06	0.0	0.0	0.0	0.0	4.04075505549e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13252581689e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.43890126589e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.0	0.0	0.0	1.99706331839e-06	0.0	4.15665605334e-06	0.0	0.0	6.06113258323e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.00209934262274	0.00108817492496	0.000276035163813	2.54625573095e-05	0.000668337085847	0.000126778009627	0.000975611652146	4.01080242787e-05	0.00319623724889	0.000693665535573	0.000236093046416	5.79918811366e-05	2.1914285923e-05	7.5916968527e-05	0.000191246641231	5.69065902709e-05	0.000829551663006	0.000145094834411	0.000101022203741	0.0	0.000617150294044	0.000215385107506	0.000367857049283	2.17070417643e-05	0.000259404969645	0.000163528499022	0.000111846886087	0.000587061610807	0.000685803473949	2.05396590006e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.142690643903	0.0742348213086	0.169427231295	0.0164333347812	0.00685871404829	0.268443082909	0.00701779616713	0.000315134476476	0.0163185892916	0.0388817787045	0.418691701115	0.00216369708241	0.191511379602	0.00158883369846	0.0126203658548	0.00106496618936	0.0535819015019	0.0117334778592	0.000789382801322	0.000242218723507	0.0168680027835	0.00157060526414	0.000579558257133	0.030221025923	0.0611910921719	0.00261552684515	0.010240061765	0.102008124634	0.0222557679094	0.127534166011
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	1.71270048765e-06	2.89023884452e-06	4.25980191069e-07	9.98531659195e-07	0.0	0.0	1.94344950627e-06	0.0	0.0	6.08478539976e-06	4.29260084393e-06	0.0	0.0	1.26528280878e-05	1.72121977108e-05	0.0	4.45995517745e-06	0.0	2.34935357536e-06	0.0	2.31576095326e-06	2.13252581689e-06	0.0	0.0	2.30924305322e-06	9.29139198989e-07	0.0	7.47849185742e-07	5.91209891336e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	0.0	1.92682589635e-06	0.0	0.0	2.54120564961e-06	2.07832802667e-06	0.0	0.0	0.0	6.08478539976e-06	0.0	0.0	0.0	3.61509373938e-06	3.82493282462e-06	0.0	0.0	1.28024853892e-05	0.0	0.0	6.94728285978e-06	2.8789098528e-05	0.0	0.0	7.69747684407e-07	2.78741759697e-06	0.0	7.47849185742e-07	2.62759951705e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	5.13810146295e-06	0.0	1.70392076428e-06	3.54478739014e-05	0.0	3.32532484267e-05	0.0	0.0	1.81833977497e-05	0.0	2.79019054855e-05	7.99888015678e-06	1.21746032906e-05	0.000166294312012	9.944825344e-05	6.50361031668e-06	2.22997758873e-06	1.28024853892e-05	0.0	0.0	1.15788047663e-05	5.7578197056e-05	0.0	1.08535208822e-05	5.38823379085e-06	0.0	6.39125063353e-07	5.90800856736e-05	2.43052955327e-05	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.000460716431177	0.000220139858658	4.34499794891e-05	0.00198508093848	0.00012960148813	3.53315764534e-05	0.000297347774459	1.33693414262e-05	0.00134153067842	0.00272801212089	0.00110749101773	0.00541124242606	0.001232069853	0.00732237236912	0.00126414029854	3.57698567417e-05	4.45995517745e-05	0.000603850560856	2.5842889329e-05	6.60596518656e-05	2.1999729056e-05	0.000344402919428	2.72486703173e-05	0.000682565868812	8.31327499159e-05	0.00224572944396	0.000134216263304	0.0020191928015	0.00153517501783	0.00167672082975
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62590257917e-06	0.0	0.0	0.0	0.0	0.0	1.06626290845e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	0.000295012658997	0.00033237746712	5.11176229283e-06	9.98531659195e-07	0.000104189431634	8.31331210668e-06	4.85862376567e-05	6.30268952951e-05	4.04075505549e-05	6.08478539976e-06	0.000289750556965	3.99944007839e-06	2.1914285923e-05	0.000103030171572	0.000130047716037	1.62590257917e-06	4.23695741858e-05	7.25474172053e-05	0.0	0.0	1.50524461962e-05	7.03733519574e-05	0.0	0.0	3.00201596919e-05	1.95119231788e-05	3.96257539279e-05	2.39311739437e-05	0.00018655956571	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	8.56350243824e-07	0.0	8.51960382138e-07	0.0	0.0	2.07832802667e-06	0.0	0.0	0.0	0.0	9.22909181444e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.26749512972e-06	0.0	7.3399613184e-06	0.0	0.0	0.0	1.20594676469e-06	2.30924305322e-06	0.0	0.0	7.47849185742e-07	0.0	2.73862120008e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0159512359917	0.00898816109999	0.00647021312215	0.00659580087481	0.000782691340079	0.0104706165984	0.00492664449839	0.000401080242787	0.00488931361714	0.00238117935311	0.00353710309539	0.00202171695963	0.013082828696	0.00458393886153	0.00566090058043	0.00262745856794	0.00636212606063	0.00798021589258	0.000521556493731	0.000253228665485	0.0024871272638	0.0015279547478	0.00180994052454	0.272311221093	0.00541363546443	0.00347869716102	0.00520567364101	0.00649432232898	0.00444589838284	0.0102787300192
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	3.8963936094e-05	2.40853237043e-06	1.27794057321e-05	4.99265829598e-07	0.0	3.740990448e-05	0.0	0.0	0.0	4.05652359984e-06	0.0	0.0	0.000224012700546	0.0	0.0	1.62590257917e-06	0.0	0.00108607751051	0.0	3.6699806592e-06	9.26304381304e-06	7.46384035912e-06	0.0	5.42676044109e-05	6.85075439122e-05	9.29139198989e-07	0.0	4.48709511445e-06	1.31379975852e-06	4.10793180012e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.0	0.0	7.24166324818e-06	0.0	0.0	0.0	0.0	0.0	4.04075505549e-06	0.0	8.58520168785e-06	0.0	0.0	0.0	1.52997312985e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.84655300019e-06
k__Bacteria;p__SR1;c__;o__	0.00314965619679	0.000739901144197	3.0670573757e-05	0.00140892817112	0.0	9.35247612001e-05	3.30386416065e-05	0.0015355643581	0.0	1.82543561993e-05	6.43890126589e-05	7.99888015678e-06	0.0478145369633	0.0147712730191	0.000162559645046	1.46331232125e-05	1.11498879436e-05	0.000145094834411	4.69870715073e-06	3.6699806592e-06	2.43154900092e-05	0.000371059492139	1.04802578143e-05	6.99449123518e-05	0.00258404297655	0.0600149591411	0.0311822727159	0.113562394553	0.00125336496963	0.00606878457937
k__Bacteria;p__Spirochaetes;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.73968263244e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07899073763e-06	0.0	0.0	0.0	1.97069963779e-06	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Sphaerochaetales	6.85080195059e-06	0.0	0.0	3.74449372198e-05	0.0	0.000239007723067	0.0	0.0	0.0	4.86782831981e-05	8.79983173005e-05	1.99972003919e-06	1.21746032906e-05	0.000218713171233	6.50238580185e-05	2.76403438459e-05	0.0	0.000202706018662	0.0	0.0	1.15788047663e-06	4.05179905209e-05	0.0	0.0	5.38823379085e-06	0.0	3.83475038012e-06	0.000488345518289	3.81001929972e-05	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	0.00021280303559	0.000836242439015	7.28426126728e-05	0.000811806238926	5.08241129922e-06	0.000216146114774	0.000664659731143	0.000185260874049	6.66724584156e-05	0.00132039843175	0.00215273932323	0.000509928609995	0.00183836509687	0.0268221879993	0.00215534964667	0.000985296962977	0.000613243836899	0.0103060007383	9.39741430145e-05	0.000198178955597	0.000218839410083	0.00297807230329	0.00121675793225	0.000203805003232	0.0011007391887	0.00398043232847	0.000148277014698	0.00355452717983	0.00216382820229	0.000161578650805
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales	5.65191160924e-05	0.000191237470212	5.83592861765e-05	0.000403906056144	2.54120564961e-06	0.000326297500187	1.94344950627e-06	9.54952959017e-06	0.000200017375247	0.000139950064194	6.0096411815e-05	4.19941208231e-05	2.1914285923e-05	0.00162317708898	0.000701875173317	0.000104057765067	8.9199103549e-06	0.000245380969959	2.81922429044e-05	2.38548742848e-05	5.44203824016e-05	0.000134349126464	2.09605156287e-06	1.68832547056e-05	2.4631925901e-05	0.000145874854241	8.30862582359e-06	0.000100959640075	0.000172107768367	0.0
k__Bacteria;p__TM7;c__TM7-3;o__	0.00981848372057	0.00608539788714	0.00189603783045	0.0233566540402	5.08241129922e-06	0.000675456608667	0.00603635416646	5.3477365705e-05	0.000917251397596	0.000176458776593	0.00253048819749	0.00618713380127	0.00341375876267	0.0210759965006	0.00906700326076	0.0183580660214	0.0258565901413	0.0128643640685	0.00975921475206	0.0107530433315	0.000933251664164	0.00446337653475	0.00347106138811	0.00208387600938	0.00454536007642	0.00366545414001	0.0126617066301	0.00311927895373	0.0101727515302	0.00272766671528
k__Bacteria;p__TM7;c__TM7-3;o__CW040	5.56627658486e-06	2.74572690229e-05	4.25980191069e-07	2.49632914799e-06	0.0	0.0	0.000103002823832	0.0	1.41426426942e-05	4.05652359984e-06	0.0	0.0	5.84380957946e-05	0.00046634709238	1.91246641231e-06	7.80433238001e-05	4.23695741858e-05	6.40124269458e-06	7.04806072609e-06	1.46799226368e-05	4.63152190652e-06	0.000186596008978	4.19210312574e-06	6.02973382343e-06	4.61848610644e-05	2.97324543677e-05	2.68432526608e-05	0.00011068167949	3.67863932387e-05	0.000231413491407
k__Bacteria;p__TM7;c__TM7-3;o__I025	0.000215800261444	0.000257231257162	9.79754439459e-06	0.000336005903319	0.0	8.31331210668e-06	0.000789040499544	0.000190990591803	2.62649078607e-05	7.09891629972e-05	0.000330530264982	0.000253964444978	2.43492065811e-06	0.00148941862062	0.00118572917563	0.000471511747959	0.000532964643705	0.000815091569777	1.17467678768e-05	0.00153772189621	0.000578940238315	0.00428637689195	0.0	1.9295148235e-05	1.61647013725e-05	0.000161670220624	1.85346268372e-05	0.000539947112106	0.000347500036129	2.05396590006e-06
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.05652359984e-06	2.14630042196e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.69747684407e-07	9.29139198989e-07	0.0	2.24354755723e-06	3.28449939631e-06	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	2.95440834119e-05	0.000866108240408	6.73048701889e-05	0.000748399478567	2.54120564961e-05	0.000151717945947	0.000639394887562	5.92070834591e-05	5.85909483046e-05	0.00049895240278	0.000450723088612	0.000755894174816	0.000192358731991	0.0023136599932	0.00214004991537	0.000113813180542	3.34496638309e-05	0.013553564532	1.17467678768e-05	8.62445454912e-05	0.00686854698737	0.000357198074329	9.53703461105e-05	5.78854447049e-05	0.000317136045975	0.00049616033226	0.000189181018753	0.0016886434614	0.00015108697223	6.23036323018e-05
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	0.0	2.40853237043e-05	0.0	1.04845824215e-05	0.0	0.0	1.55475960501e-05	0.0	0.0	0.0	0.0	7.99888015678e-05	0.000289755558315	0.000845931935015	3.82493282462e-06	7.96692263793e-05	0.0	3.62737086026e-05	1.87948286029e-05	3.6699806592e-06	1.15788047663e-06	3.94517276125e-05	1.04802578143e-06	1.20594676469e-06	1.07764675817e-05	0.00173841944131	1.40607513938e-05	0.000597531499408	4.66398914276e-05	5.47724240016e-06
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28	4.28175121912e-07	0.0	1.70392076428e-06	4.94273171302e-05	0.0	0.0	1.55475960501e-05	0.0	0.0	3.85369741985e-05	0.000103022420254	1.79974803528e-05	2.1914285923e-05	0.000614565935695	0.000269657764136	0.0	6.68993276618e-06	6.40124269458e-05	0.0	0.0	3.70521752522e-05	5.11806196054e-05	0.0	2.41189352937e-06	3.23294027451e-05	5.48192127404e-05	1.91737519006e-05	0.0	0.000105103980682	0.0
