Taxon	FN31	FN32	FN33	FN34	FN35	FN36	FN37	FN38	FN39	FN40	FN41	FN42	FN43	FN44	FN45	FN46	FN47	FN48	FN49	FN50	FN51	FN52	FN53	FN54	FN55	FN56	FN57	FN58	FN59	FN60
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Mycetocola	0.0	0.0	8.51960382138e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.50361031668e-06	0.0	0.0	0.0	0.0	0.0	2.13252581689e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria	0.0	0.0	3.02445935659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82493282462e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus	0.0	0.0	8.51960382138e-07	9.98531659195e-07	0.0	0.0	0.0	0.0	4.84890606659e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.62590257917e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32654144115e-05	0.0	0.0	0.0	0.0	1.97069963779e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia	3.85357609721e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia	0.0329848986916	0.0479066722609	0.0113063662314	0.0408424411902	0.0925532509644	0.0716503587194	0.0147974245407	0.0103726990408	0.0398842727752	0.00945169998763	0.0333942882653	0.0225328454016	0.00944018739149	0.00565400660839	0.0586285703357	0.0127454503181	0.0342301559869	0.0674434930301	0.123651177379	0.00613804265252	0.0879966004629	0.0716955179639	0.00639086121519	0.00237089133937	0.0121935730687	0.021852424821	0.0436068639475	0.0131875725414	0.0536411303408	0.034232765001
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__	8.52068492605e-05	0.000294322655667	2.76887124195e-05	2.69603547983e-05	0.000155013544626	0.0	0.00014575871297	4.20179301968e-05	0.000121222651665	1.21695707995e-05	5.7950111393e-05	7.99888015678e-06	1.21746032906e-05	0.0	3.82493282462e-05	8.94246418543e-05	8.02791931941e-05	0.000138693591716	1.40961214522e-05	2.01848936256e-05	0.000461994310175	0.000189794797703	6.49775984489e-05	4.82378705874e-06	0.000103915937395	6.68980223272e-05	1.15042511404e-05	4.56188003303e-05	6.04347888921e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	0.0	0.0	4.25980191069e-07	0.0	0.0	0.0	0.0	0.0	0.0	4.05652359984e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.40124269458e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.53949536881e-06	0.0	0.0	0.0	7.22589867188e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;Other	0.0	0.0	2.98186133748e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14630042196e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44804505986e-05	0.000221068943462	2.99958005879e-05	0.0	0.0	2.29495969477e-05	0.0	0.0	0.000215508504051	0.0	0.0	0.0	0.000102361239211	0.0	7.23568058812e-06	0.000145482312353	5.94649087353e-05	5.11300050683e-06	7.47849185742e-07	9.85349818893e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia	3.46821848749e-05	9.82681207137e-05	2.51328312731e-05	1.44787090583e-05	0.00165940728919	0.0	5.05296871629e-05	0.000108864637328	0.0	8.92435191965e-05	6.65353130808e-05	1.99972003919e-05	0.0	0.000432003701856	8.41485221416e-05	0.000434115988638	0.000383556145261	0.000281654678562	2.34935357536e-06	5.5049709888e-06	0.000890410086528	0.0069946846794	1.04802578143e-06	1.68832547056e-05	3.23294027451e-05	1.76536447808e-05	6.64690065887e-05	1.64526820863e-05	9.91918817685e-05	6.84655300019e-07
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__	0.0	0.0	1.70392076428e-06	1.29809115695e-05	0.0	4.15665605334e-06	3.88689901253e-06	0.0	0.0	8.11304719968e-06	6.0096411815e-05	0.0	0.0	0.000178947140099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81264694436e-05	0.0	0.0	0.0	1.85827839798e-06	0.0	0.0	3.94139927557e-06	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium	6.16572175554e-05	0.000130060748003	3.87641973873e-05	0.00014878121722	0.00052094715817	3.53315764534e-05	5.63600356817e-05	0.000315134476476	0.000256587946024	0.000162260943994	0.000201752239664	0.00014997900294	4.86984131622e-06	0.000576607451431	0.000898859213785	8.12951289585e-05	0.000359026391785	0.00230017987492	1.87948286029e-05	2.20198839552e-05	0.000149366581485	0.00149703312346	8.59381140776e-05	2.05010949997e-05	7.3895777703e-05	0.000249938444528	0.000347684034464	0.000366446101013	0.0010293621108	6.84655300019e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	6.16572175554e-05	0.000285170232659	3.45043954766e-05	8.9368583498e-05	2.54120564961e-06	9.35247612001e-05	0.000143815263464	0.000185260874049	0.000204058130302	0.00102427220896	0.000281165355277	0.000761893334933	0.000482114290306	0.00515331612549	0.00147833653671	0.000437367793797	0.000113728857025	0.00139973840255	0.0	6.78946421952e-05	0.00020262908341	0.00163884609028	3.56328765688e-05	2.65308288231e-05	0.000146252060037	0.00101833656209	6.96646319055e-05	0.000989404472736	0.00025816165255	1.36931060004e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BS11;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000199605939243	0.0	0.000104701588299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59939436267e-05	0.0	2.41189352937e-05	7.54352730718e-05	0.0	0.0	1.64526820863e-05	0.000891413136158	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.0	0.0	0.0	0.000125814989059	0.0	5.40365286934e-05	6.99641822256e-05	0.0	0.0	0.0	2.36093046416e-05	0.0	0.000158269842777	0.0	0.000185509241994	0.0	3.56796414196e-05	0.000591048075466	0.0	0.0	0.0	0.000119421445746	0.0	0.0	0.00029866210155	2.88033151687e-05	0.0	7.47849185742e-07	8.40831845455e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter	0.000104902904868	0.000599242853764	7.4120553246e-05	0.000340998561615	2.54120564961e-06	0.000160031258054	0.00228355316986	0.00020435993323	2.82852853884e-05	4.25934977983e-05	0.000115900222786	2.99958005879e-05	6.08730164528e-05	0.0014966488081	0.0004972412672	3.25180515834e-05	0.000390246078027	0.00068920046345	7.51793144116e-05	0.000132119303731	0.000375153274428	0.000125819023197	0.0007451463306	4.58259770581e-05	6.15798147525e-05	0.000288033151687	4.66561296248e-05	0.0011225216278	0.000151743872109	1.36931060004e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0.0170096848931	0.0481301840649	0.0245509423321	0.0198163600426	0.00213207154002	0.115476061818	0.0492236890947	0.0681607224028	0.0305137618015	0.016321422704	0.00980859292837	0.00860279560861	0.123060890061	0.062434476426	0.0330110827429	0.0649759447713	0.0616098208213	0.031515451533	0.000627277404622	0.0496346534254	0.00598624206418	0.00531638686151	0.00409673277963	0.0112961033448	0.174609564731	0.0572470534673	0.0320987780568	0.168622043004	0.0257379941694	0.016277679758
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella	0.000184543477544	0.000280834874393	0.000156334730122	0.000360469928969	2.54120564961e-06	0.000110151385413	0.0018909763696	7.25764248853e-05	0.000212139640413	0.000411737145384	0.000294043157809	9.99860019597e-05	0.00021914285923	0.00236788639929	0.00157969725657	3.57698567417e-05	0.000323346750365	0.00265864946582	0.000105720910891	2.7524854944e-05	0.000712096493127	0.000903124683453	0.000187596614877	6.39151785284e-05	9.31394698132e-05	0.000543546431409	0.00012015551191	0.00264289902241	0.000961701423239	0.000240998665607
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.0989183011895	0.143752291116	0.0689427640236	0.135725415776	0.241569550257	0.0588208398108	0.174881303821	0.490817172346	0.301410021477	0.301355081709	0.0928425173528	0.481418601396	0.169112544468	0.202259072078	0.289918433308	0.568438304314	0.0411163267809	0.160263645849	0.118193629023	0.219905241099	0.0710185990341	0.308165974484	0.340335892263	0.270458886863	0.0944341854184	0.368514259964	0.38658629882	0.114224241083	0.163115465919	0.0175696243091
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__	4.28175121912e-06	0.0	3.40784152855e-06	3.79442030494e-05	2.54120564961e-06	4.15665605334e-06	5.8303485188e-06	0.0	0.0	1.82543561993e-05	4.93649097051e-05	1.99972003919e-05	0.0	2.16905624363e-05	0.000152997312985	1.78849283709e-05	6.68993276618e-06	2.77387183432e-05	0.0	1.8349903296e-05	6.94728285978e-06	8.8499821401e-05	0.0	0.0	7.69747684407e-07	4.64569599495e-06	1.27825012671e-06	0.0	0.000120869577784	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]	0.00619184043797	0.00585032512778	0.00436885283961	0.0103662564199	0.0142688697226	0.000646360016294	0.00346711391918	0.00290114708949	0.0690039740826	0.00774187529029	0.00200464459411	0.0457036014958	0.0193284001841	0.00957096067501	0.0470332864779	0.00200473788012	0.00144056552232	0.0051252616508	0.00258898764005	0.0022129983375	0.00336016914318	0.00233085071786	0.0122818141326	0.000354548348818	0.00346925281362	0.00576995442572	0.0078113865243	0.0502285427112	0.0249812455084	0.000657953743319
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04075505549e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;Other;Other	4.28175121912e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73192017956e-05	0.0	0.0	1.46252060037e-05	0.0	0.0	2.24354755723e-06	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	0.00359067657236	0.00235650807123	0.000714794760614	0.00242044074189	0.00481812591166	0.000114308041467	0.00441357382873	0.00043736845523	0.00286489533434	0.000935028689763	0.00140797307681	0.000179974803528	0.00159487303106	0.00300233535056	0.0031230576513	0.000382087106105	0.00392476055616	0.00264584698043	0.000382944632784	0.000592701876461	0.00218839410083	0.00116755788475	0.00100296067283	0.00114323753292	0.00151101470449	0.000639247768904	0.000887105587934	0.00451102628839	0.00489193340086	0.00112283469203
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87770773751e-06	0.0	0.0	0.0	0.0	0.0	1.06626290845e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__	0.000532221676537	0.000800114453458	0.00137037827467	0.00171447885884	0.000271909004508	0.00144859463459	0.00204256543109	0.000187170779967	0.00057378721788	0.000642958990575	0.000487210195786	0.000177975083488	0.000494288893596	0.000540456514037	0.000552702793157	0.000104057765067	0.00113505859266	0.00127384729622	0.00022788729681	0.000471592514707	0.000668097035015	0.000882865688193	0.000510388555558	0.000529410629697	0.00207293051411	0.00063460207291	0.00329021582614	0.00213211802855	0.000571502894958	0.000872935507525
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium	0.0	0.0	4.25980191069e-07	9.98531659195e-07	0.0	0.0	0.0	0.0	4.04075505549e-06	2.02826179992e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26749512972e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella	0.0	0.0	4.25980191069e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4232765001e-06
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93167037977e-05	0.0	1.21746032906e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20594676469e-06	0.0	0.0	0.0	0.0	1.31379975852e-06	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__SHD-231	0.0	0.0	0.0	9.98531659195e-07	0.0	0.0	3.88689901253e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20594676469e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__	1.15607282916e-05	4.04633438233e-05	0.00209965636178	1.09838482511e-05	2.54120564961e-06	2.07832802667e-06	3.10951921003e-05	4.39278361148e-05	0.0	1.62260943994e-05	1.93167037977e-05	1.99972003919e-06	0.0	6.14565935695e-05	2.10371305354e-05	8.94246418543e-05	1.11498879436e-05	8.74836501593e-05	4.69870715073e-05	0.00100190471996	3.47364142989e-05	0.0035474566964	4.19210312574e-06	8.4416273528e-06	1.53949536881e-06	0.0	1.91737519006e-06	1.49569837148e-06	0.004200217828	6.16189770017e-06
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	0.0	0.0	4.25980191069e-07	0.0	0.0	0.0	3.88689901253e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.80754686969e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04802578143e-06	0.0	7.69747684407e-07	9.29139198989e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	8.56350243824e-07	0.0	1.95950887892e-05	2.49632914799e-06	2.54120564961e-06	0.0	9.71724753133e-06	0.0	3.23260404439e-05	1.01413089996e-05	1.50241029537e-05	3.99944007839e-06	0.0	0.0	1.91246641231e-06	8.12951289585e-06	0.0	0.000106687378243	4.69870715073e-06	7.3399613184e-06	1.15788047663e-06	8.53010326756e-06	0.0	1.20594676469e-06	4.61848610644e-06	7.43311359191e-06	2.55650025341e-06	8.9741902289e-06	3.0217394446e-05	5.47724240016e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09605156287e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	4.28175121912e-07	1.44511942226e-06	4.68578210176e-06	4.99265829598e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.14630042196e-06	0.0	0.0	0.0	1.33872648862e-05	0.0	0.0	0.000115222368502	0.0	0.0	0.0	2.8789098528e-05	0.0	1.20594676469e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.05652359984e-06	0.0	0.0	0.0	3.61509373938e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae];g__Exiguobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36931060004e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__	0.00520917853318	0.0129410444263	0.0272035209819	0.0156315138589	0.00663254674548	0.0211095777669	0.0276105871355	0.0286581383001	0.0351788135131	0.0163335922748	0.0320034855919	0.0282940388346	0.0615401847131	0.029475666804	0.00762691605229	0.0551034643106	0.129497028555	0.013323119795	0.00286151265479	0.0279377277682	0.024650117467	0.0193878584643	0.00741478240365	0.0104688238642	0.0765760391401	0.030322457759	0.019601965693	0.0379683031601	0.0177592882358	0.0274471463225
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__Gemella	1.71270048765e-06	7.2255971113e-06	0.0	0.0	0.0	0.0	1.74910455564e-05	0.0	2.02037752774e-06	0.0	2.14630042196e-06	0.0	9.73968263244e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33131454223e-06	0.0	0.0	4.61848610644e-06	9.29139198989e-07	2.55650025341e-06	2.99139674297e-06	1.57655971023e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;Other	4.28175121912e-07	0.0	0.0	4.99265829598e-07	2.54120564961e-06	0.0	7.77379802507e-06	5.7297177541e-06	2.02037752774e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8349903296e-06	0.0	1.06626290845e-06	0.0	0.0	7.69747684407e-07	9.29139198989e-07	4.47387544347e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__	0.0018505728769	0.000281798287341	0.000641952147941	0.00168252584574	0.00150947615587	0.0175930467458	0.00963173575306	0.0061842753626	0.00662481791348	0.000815361243568	0.000100876119832	5.39924410583e-05	0.0036791651144	0.000225943358711	0.0	1.62590257917e-06	0.000162788363977	4.26749512972e-06	2.34935357536e-06	0.00745006073818	0.00276501857819	0.00071332988575	0.000804883800141	3.01486691172e-05	0.00573231100578	0.00223457977357	0.00779349102253	0.000799450779558	0.00742888073457	1.64317272005e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia	0.0	0.0	0.0	9.98531659195e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.39125063353e-07	0.0	1.31379975852e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	0.000519376422879	0.000257231257162	0.00120935776245	0.00154922186924	0.000363392407894	0.000396960653094	0.00421145508008	0.000620719423361	0.00200017375247	0.00126969188675	0.0013779248709	9.79862819205e-05	0.00171905398463	0.00520935007845	0.000743949434388	0.000931642177864	0.00328475698819	0.00195878026454	0.000251380832564	0.00091933015513	0.00231112943135	0.00106732917135	0.000132051248461	4.82378705874e-06	0.00497872802274	0.000184898700599	0.00160228653383	9.12376006605e-05	0.000648360180831	0.00105368450673
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__	2.14087560956e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000133324011492	0.0	0.000138693591716	0.0	1.8349903296e-06	1.15788047663e-06	2.55903098027e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	7.27897707251e-06	2.40853237043e-06	0.0002909444705	0.0	0.0016238304101	1.870495224e-05	2.72082930877e-05	0.000112684449164	0.0	0.000545602424179	0.000399211878485	1.99972003919e-06	5.35682544784e-05	0.00338011264632	0.0	7.31656160626e-05	0.0	1.28024853892e-05	0.00139081731662	9.174951648e-06	0.000204944844363	0.0110486162573	0.00249534938559	2.65308288231e-05	9.23697221288e-06	3.71655679596e-06	6.39125063353e-07	0.0	0.000258818552429	3.4917420301e-05
