Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
61	36	FN36	0.0	FN54	0.0	None	None
49	45	FN46	0.0	28.15117675	2.96115168231	0.0510072983698	1.0
41	42	FN44	0.0	29.491358	2.315794	0.36439253241	1.0
35	61	FN38	0.0	FN36	0.0	None	None
59	22	FN50	0.0	FN39	0.0	None	None
29	50	24.0311835	2.5640735	30.137256	0.0	-1.37489919909	1.0
42	36	29.491358	2.315794	FN54	0.0	0.881694278938	1.0
49	36	FN46	0.0	FN54	0.0	None	None
36	50	FN54	0.0	30.137256	0.0	None	None
43	35	30.0475995	2.5911095	FN38	0.0	1.63628133617	1.0
22	36	FN39	0.0	FN54	0.0	None	None
39	41	FN58	0.0	FN44	0.0	None	None
47	42	33.8886386667	3.00351188682	29.491358	2.315794	1.35722678813	1.0
30	43	26.3389205	3.4119925	30.0475995	2.5911095	-0.86563667358	1.0
